2025-11-12T16:09:24.226-0800	[34mINFO[0m	config/config.go:297	Loaded configuration	{"logger.active": true, "logger.level": "info", "logger.encoding": "console", "logger.mode": "stdout", "logger.file.path": "", "logger.file.maxSizeMB": 0, "logger.file.maxBackups": 0, "logger.file.maxAgeDays": 0, "logger.file.compress": false, "dht.idBits": 66, "dht.mode": "private", "dht.deBruijn.degree": 8, "dht.deBruijn.fixInterval": "5s", "dht.deBruijn.fixIntervalMs": 5000, "dht.storage.fixInterval": "20s", "dht.storage.fixIntervalMs": 20000, "dht.faultTolerance.successorListSize": 8, "dht.faultTolerance.stabilizationInterval": "2s", "dht.faultTolerance.stabilizationIntervalMs": 2000, "dht.faultTolerance.failureTimeout": "1s", "dht.faultTolerance.failureTimeoutMs": 1000, "dht.bootstrap.mode": "static", "dht.bootstrap.peers": ["localhost:4000"], "dht.bootstrap.register.hostedZoneId": "", "dht.bootstrap.register.domainSuffix": "", "dht.bootstrap.register.ttl": 0, "dht.bootstrap.register.region": "", "node.id": "", "node.host": "localhost", "node.bind": "0.0.0.0", "node.port": 4037, "telemetry.tracing.enabled": false, "telemetry.tracing.exporter": "", "telemetry.tracing.endpoint": "", "cache.enabled": true, "cache.httpPort": 8117, "cache.capacityMB": 512, "cache.defaultTTL": 3600, "cache.hotspotThreshold": 10, "cache.hotspotDecayRate": 0.65}
2025-11-12T16:09:24.234-0800	[34mINFO[0m	node	node/main.go:101	New Node initializing	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}}
2025/11/12 16:09:24 Tracing disabled
2025-11-12T16:09:24.236-0800	[34mINFO[0m	node	node/main.go:130	initialized web cache	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "capacity_mb": 512}
2025-11-12T16:09:24.236-0800	[34mINFO[0m	node	node/main.go:137	initialized hotspot detector	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "threshold": 10, "decay_rate": 0.65}
2025-11-12T16:09:24.238-0800	[34mINFO[0m	node	node/main.go:237	resolved bootstrap peers	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "peers": ["localhost:4000"]}
2025-11-12T16:09:24.239-0800	[34mINFO[0m	node.http-server	server/http.go:70	HTTP cache server starting	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "addr": ":8117"}
2025-11-12T16:09:24.281-0800	[34mINFO[0m	node	logicnode/node.go:72	join: candidate successor found	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "bootstrap": "localhost:4000", "successor": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}}
2025-11-12T16:09:24.300-0800	[34mINFO[0m	node	logicnode/node.go:103	join: successor has predecessor	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "predecessor": {"addr":"localhost:4023","id":"0x03f247490b64e4d93b"}}
2025-11-12T16:09:24.320-0800	[33mWARN[0m	node	logicnode/operation.go:296	FindSuccessorStep: de Bruijn failed or empty, falling back to successor	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "target": "0x03f1c2de29ae4c9861", "nextHop": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}}
2025-11-12T16:09:24.396-0800	[34mINFO[0m	node	logicnode/node.go:135	join: completed successfully	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "successor": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}}
2025-11-12T16:09:24.397-0800	[34mINFO[0m	node	node/main.go:259	node registered successfully	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}}
2025-11-12T17:09:24.240-0800	[34mINFO[0m	node	node/main.go:148	cleaned expired cache entries	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "count": 0}
2025-11-12T17:09:24.242-0800	[34mINFO[0m	node	node/main.go:151	cleaned stale hotspot entries	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "count": 0}
2025-11-12T20:44:48.953-0800	[34mINFO[0m	node	node/main.go:148	cleaned expired cache entries	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "count": 0}
2025-11-12T20:44:48.953-0800	[34mINFO[0m	node	node/main.go:151	cleaned stale hotspot entries	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "count": 0}
2025-11-12T21:44:48.952-0800	[34mINFO[0m	node	node/main.go:148	cleaned expired cache entries	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "count": 0}
2025-11-12T21:44:48.954-0800	[34mINFO[0m	node	node/main.go:151	cleaned stale hotspot entries	{"self": {"addr":"localhost:4037","id":"0x000cfd4813fab5e1d1"}, "count": 0}
