2025-11-24T20:58:59.284-0800	[34mINFO[0m	config/config.go:302	Loaded configuration	{"logger.active": true, "logger.level": "info", "logger.encoding": "console", "logger.mode": "stdout", "logger.file.path": "", "logger.file.maxSizeMB": 0, "logger.file.maxBackups": 0, "logger.file.maxAgeDays": 0, "logger.file.compress": false, "dht.idBits": 66, "dht.mode": "private", "dht.deBruijn.degree": 8, "dht.deBruijn.fixInterval": "3s", "dht.deBruijn.fixIntervalMs": 3000, "dht.storage.fixInterval": "20s", "dht.storage.fixIntervalMs": 20000, "dht.faultTolerance.successorListSize": 8, "dht.faultTolerance.stabilizationInterval": "2s", "dht.faultTolerance.stabilizationIntervalMs": 2000, "dht.faultTolerance.failureTimeout": "1s", "dht.faultTolerance.failureTimeoutMs": 1000, "dht.bootstrap.mode": "static", "dht.bootstrap.peers": ["localhost:4000"], "dht.bootstrap.register.hostedZoneId": "", "dht.bootstrap.register.domainSuffix": "", "dht.bootstrap.register.ttl": 0, "dht.bootstrap.register.region": "", "node.id": "", "node.host": "localhost", "node.bind": "0.0.0.0", "node.port": 4026, "telemetry.tracing.enabled": false, "telemetry.tracing.exporter": "", "telemetry.tracing.endpoint": "", "cache.enabled": true, "cache.httpPort": 8106, "cache.capacityMB": 256, "cache.defaultTTL": 3600, "cache.hotspotThreshold": 10, "cache.hotspotDecayRate": 0.65}
2025-11-24T20:58:59.331-0800	[34mINFO[0m	node	node/main.go:103	New Node initializing	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}}
2025-11-24T20:58:59.333-0800	[34mINFO[0m	node	node/main.go:124	initialized web cache	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}, "capacity_mb": 256}
2025-11-24T20:58:59.333-0800	[34mINFO[0m	node	node/main.go:131	initialized hotspot detector	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}, "threshold": 10, "decay_rate": 0.65}
2025-11-24T20:58:59.334-0800	[34mINFO[0m	node	node/main.go:185	Initialized Koorde node	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}}
2025-11-24T20:58:59.334-0800	[34mINFO[0m	node	node/main.go:261	resolved bootstrap peers	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}, "peers": ["localhost:4000"]}
2025-11-24T20:58:59.334-0800	[34mINFO[0m	node.http-server	server/http.go:93	HTTP cache server starting	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}, "addr": ":8106"}
2025-11-24T20:58:59.352-0800	[34mINFO[0m	node	logicnode/node.go:74	join: candidate successor found	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}, "bootstrap": "localhost:4000", "successor": {"addr":"localhost:4011","id":"0x03b6b99475a18d9035"}}
2025-11-24T20:58:59.354-0800	[34mINFO[0m	node	logicnode/node.go:105	join: successor has predecessor	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}, "predecessor": {"addr":"localhost:4017","id":"0x03912fc65e29c48a34"}}
2025-11-24T20:58:59.361-0800	[34mINFO[0m	node	logicnode/node.go:138	join: completed successfully	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}, "self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}, "successor": {"addr":"localhost:4011","id":"0x03b6b99475a18d9035"}}
2025-11-24T20:58:59.362-0800	[34mINFO[0m	node	node/main.go:283	node registered successfully	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}}
2025-11-24T20:59:21.674-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}, "url": "https://httpbin.org/bytes/2048", "hash": "0x03ccaf23e7b5be37e8", "responsible": {"addr":"localhost:4016","id":"0x03e94e912bcf7bb769"}, "lookup_latency_ms": 14}
2025-11-24T20:59:21.675-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}, "url": "https://httpbin.org/bytes/2048"}
2025-11-24T20:59:22.502-0800	[34mINFO[0m	node.http-server	server/http.go:660	Origin fetch successful	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}, "url": "https://httpbin.org/bytes/2048", "size_bytes": 2048, "content_type": "application/octet-stream", "status_code": 200}
2025-11-24T20:59:22.503-0800	[34mINFO[0m	node.http-server	server/http.go:420	Content cached successfully	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}, "url": "https://httpbin.org/bytes/2048", "size_bytes": 2048}
2025-11-24T20:59:22.504-0800	[34mINFO[0m	node.http-server	server/http.go:433	Request completed	{"self": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}, "url": "https://httpbin.org/bytes/2048", "total_latency_ms": 844, "content_size": 2048}
