2025-11-12T16:09:42.291-0800	[34mINFO[0m	config/config.go:297	Loaded configuration	{"logger.active": true, "logger.level": "info", "logger.encoding": "console", "logger.mode": "stdout", "logger.file.path": "", "logger.file.maxSizeMB": 0, "logger.file.maxBackups": 0, "logger.file.maxAgeDays": 0, "logger.file.compress": false, "dht.idBits": 66, "dht.mode": "private", "dht.deBruijn.degree": 8, "dht.deBruijn.fixInterval": "5s", "dht.deBruijn.fixIntervalMs": 5000, "dht.storage.fixInterval": "20s", "dht.storage.fixIntervalMs": 20000, "dht.faultTolerance.successorListSize": 8, "dht.faultTolerance.stabilizationInterval": "2s", "dht.faultTolerance.stabilizationIntervalMs": 2000, "dht.faultTolerance.failureTimeout": "1s", "dht.faultTolerance.failureTimeoutMs": 1000, "dht.bootstrap.mode": "static", "dht.bootstrap.peers": ["localhost:4000"], "dht.bootstrap.register.hostedZoneId": "", "dht.bootstrap.register.domainSuffix": "", "dht.bootstrap.register.ttl": 0, "dht.bootstrap.register.region": "", "node.id": "", "node.host": "localhost", "node.bind": "0.0.0.0", "node.port": 4046, "telemetry.tracing.enabled": false, "telemetry.tracing.exporter": "", "telemetry.tracing.endpoint": "", "cache.enabled": true, "cache.httpPort": 8126, "cache.capacityMB": 512, "cache.defaultTTL": 3600, "cache.hotspotThreshold": 10, "cache.hotspotDecayRate": 0.65}
2025-11-12T16:09:42.299-0800	[34mINFO[0m	node	node/main.go:101	New Node initializing	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}}
2025/11/12 16:09:42 Tracing disabled
2025-11-12T16:09:42.301-0800	[34mINFO[0m	node	node/main.go:130	initialized web cache	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "capacity_mb": 512}
2025-11-12T16:09:42.301-0800	[34mINFO[0m	node	node/main.go:137	initialized hotspot detector	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "threshold": 10, "decay_rate": 0.65}
2025-11-12T16:09:42.301-0800	[34mINFO[0m	node	node/main.go:237	resolved bootstrap peers	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "peers": ["localhost:4000"]}
2025-11-12T16:09:42.301-0800	[34mINFO[0m	node.http-server	server/http.go:70	HTTP cache server starting	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "addr": ":8126"}
2025-11-12T16:09:42.355-0800	[34mINFO[0m	node	logicnode/node.go:72	join: candidate successor found	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "bootstrap": "localhost:4000", "successor": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}}
2025-11-12T16:09:42.373-0800	[34mINFO[0m	node	logicnode/node.go:103	join: successor has predecessor	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "predecessor": {"addr":"localhost:4032","id":"0x01222c3bb3fcfae16c"}}
2025-11-12T16:09:42.399-0800	[33mWARN[0m	node	logicnode/operation.go:296	FindSuccessorStep: de Bruijn failed or empty, falling back to successor	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "target": "0x0069132d2f15bd3b28", "nextHop": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}}
2025-11-12T16:09:42.512-0800	[34mINFO[0m	node	logicnode/node.go:135	join: completed successfully	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "successor": {"addr":"localhost:4026","id":"0x015e32d2969d7f6cef"}}
2025-11-12T16:09:42.513-0800	[34mINFO[0m	node	node/main.go:259	node registered successfully	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}}
2025-11-12T17:09:42.301-0800	[34mINFO[0m	node	node/main.go:148	cleaned expired cache entries	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "count": 0}
2025-11-12T17:09:42.302-0800	[34mINFO[0m	node	node/main.go:151	cleaned stale hotspot entries	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "count": 0}
2025-11-12T20:45:07.016-0800	[34mINFO[0m	node	node/main.go:148	cleaned expired cache entries	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "count": 0}
2025-11-12T20:45:07.017-0800	[34mINFO[0m	node	node/main.go:151	cleaned stale hotspot entries	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "count": 0}
2025-11-12T21:45:07.015-0800	[34mINFO[0m	node	node/main.go:148	cleaned expired cache entries	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "count": 0}
2025-11-12T21:45:07.016-0800	[34mINFO[0m	node	node/main.go:151	cleaned stale hotspot entries	{"self": {"addr":"localhost:4046","id":"0x012d2265a5e2b7a765"}, "count": 0}
