2025-11-25T16:37:25.603-0800	[34mINFO[0m	config/config.go:302	Loaded configuration	{"logger.active": true, "logger.level": "info", "logger.encoding": "console", "logger.mode": "stdout", "logger.file.path": "", "logger.file.maxSizeMB": 0, "logger.file.maxBackups": 0, "logger.file.maxAgeDays": 0, "logger.file.compress": false, "dht.idBits": 66, "dht.mode": "private", "dht.deBruijn.degree": 8, "dht.deBruijn.fixInterval": "3s", "dht.deBruijn.fixIntervalMs": 3000, "dht.storage.fixInterval": "20s", "dht.storage.fixIntervalMs": 20000, "dht.faultTolerance.successorListSize": 8, "dht.faultTolerance.stabilizationInterval": "2s", "dht.faultTolerance.stabilizationIntervalMs": 2000, "dht.faultTolerance.failureTimeout": "1s", "dht.faultTolerance.failureTimeoutMs": 1000, "dht.bootstrap.mode": "static", "dht.bootstrap.peers": ["localhost:4000"], "dht.bootstrap.register.hostedZoneId": "", "dht.bootstrap.register.domainSuffix": "", "dht.bootstrap.register.ttl": 0, "dht.bootstrap.register.region": "", "node.id": "", "node.host": "localhost", "node.bind": "0.0.0.0", "node.port": 4022, "telemetry.tracing.enabled": false, "telemetry.tracing.exporter": "", "telemetry.tracing.endpoint": "", "cache.enabled": true, "cache.httpPort": 8102, "cache.capacityMB": 256, "cache.defaultTTL": 3600, "cache.hotspotThreshold": 10, "cache.hotspotDecayRate": 0.65}
2025-11-25T16:37:25.647-0800	[34mINFO[0m	node	node/main.go:103	New Node initializing	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}}
2025-11-25T16:37:25.649-0800	[34mINFO[0m	node	node/main.go:124	initialized web cache	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "capacity_mb": 256}
2025-11-25T16:37:25.649-0800	[34mINFO[0m	node	node/main.go:131	initialized hotspot detector	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "threshold": 10, "decay_rate": 0.65}
2025-11-25T16:37:25.650-0800	[34mINFO[0m	node	node/main.go:185	Initialized Koorde node	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}}
2025-11-25T16:37:25.650-0800	[34mINFO[0m	node	node/main.go:261	resolved bootstrap peers	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "peers": ["localhost:4000"]}
2025-11-25T16:37:25.651-0800	[34mINFO[0m	node.http-server	server/http.go:93	HTTP cache server starting	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "addr": ":8102"}
2025-11-25T16:37:25.676-0800	[34mINFO[0m	node	logicnode/node.go:74	join: candidate successor found	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "bootstrap": "localhost:4000", "successor": {"addr":"localhost:4002","id":"0x01908ac16ec9805a32"}}
2025-11-25T16:37:25.679-0800	[34mINFO[0m	node	logicnode/node.go:105	join: successor has predecessor	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "predecessor": {"addr":"localhost:4005","id":"0x016adf1cbc1f56bed2"}}
2025-11-25T16:37:25.683-0800	[33mWARN[0m	node	logicnode/operation.go:406	FindSuccessorStep: de Bruijn failed or empty, falling back to successor	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "target": "0x0399b396f066d3746a", "nextHop": {"addr":"localhost:4002","id":"0x01908ac16ec9805a32"}}
2025-11-25T16:37:25.688-0800	[34mINFO[0m	node	logicnode/node.go:138	join: completed successfully	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "successor": {"addr":"localhost:4002","id":"0x01908ac16ec9805a32"}}
2025-11-25T16:37:25.689-0800	[34mINFO[0m	node	node/main.go:283	node registered successfully	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}}
2025-11-25T16:38:46.528-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "hash": "0x007cb3c90721631a3c", "responsible": {"addr":"localhost:4009","id":"0x008bc4b21729c9fe0b"}, "lookup_latency_ms": 92}
2025-11-25T16:38:46.530-0800	[34mINFO[0m	node.http-server	server/http.go:349	Forwarding to responsible node	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "hash": "0x007cb3c90721631a3c", "responsible_from_lookup": {"addr":"localhost:4009","id":"0x008bc4b21729c9fe0b"}, "forward_target": {"addr":"localhost:4009","id":"0x008bc4b21729c9fe0b"}}
2025-11-25T16:38:46.540-0800	[34mINFO[0m	node.http-server	server/http.go:617	Request proxied successfully	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "target_node": "localhost:4009", "total_latency_ms": 104, "size_bytes": 0}
2025-11-25T16:38:46.648-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "hash": "0x007cb3c90721631a3c", "responsible": {"addr":"localhost:4009","id":"0x008bc4b21729c9fe0b"}, "lookup_latency_ms": 44}
2025-11-25T16:38:46.648-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "size_bytes": 0, "latency_ms": 44}
2025-11-25T16:38:47.041-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "hash": "0x007cb3c90721631a3c", "responsible": {"addr":"localhost:4009","id":"0x008bc4b21729c9fe0b"}, "lookup_latency_ms": 47}
2025-11-25T16:38:47.042-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "size_bytes": 0, "latency_ms": 47}
2025-11-25T16:38:47.825-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "hash": "0x007cb3c90721631a3c", "responsible": {"addr":"localhost:4009","id":"0x008bc4b21729c9fe0b"}, "lookup_latency_ms": 41}
2025-11-25T16:38:47.826-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "size_bytes": 0, "latency_ms": 41}
2025-11-25T16:38:47.908-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "hash": "0x007cb3c90721631a3c", "responsible": {"addr":"localhost:4009","id":"0x008bc4b21729c9fe0b"}, "lookup_latency_ms": 34}
2025-11-25T16:38:47.909-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "size_bytes": 0, "latency_ms": 34}
2025-11-25T16:38:48.228-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "hash": "0x007cb3c90721631a3c", "responsible": {"addr":"localhost:4009","id":"0x008bc4b21729c9fe0b"}, "lookup_latency_ms": 83}
2025-11-25T16:38:48.228-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "size_bytes": 0, "latency_ms": 84}
2025-11-25T16:38:49.457-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "hash": "0x007cb3c90721631a3c", "responsible": {"addr":"localhost:4009","id":"0x008bc4b21729c9fe0b"}, "lookup_latency_ms": 33}
2025-11-25T16:38:49.457-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "size_bytes": 0, "latency_ms": 33}
2025-11-25T16:38:50.840-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "hash": "0x007cb3c90721631a3c", "responsible": {"addr":"localhost:4009","id":"0x008bc4b21729c9fe0b"}, "lookup_latency_ms": 45}
2025-11-25T16:38:50.841-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4022","id":"0x017fcd87d9da7e1a9e"}, "url": "https://httpbin.org/status/201", "size_bytes": 0, "latency_ms": 46}
