2025-11-25T17:26:49.502-0800	[34mINFO[0m	config/config.go:304	Loaded configuration	{"logger.active": true, "logger.level": "info", "logger.encoding": "console", "logger.mode": "stdout", "logger.file.path": "", "logger.file.maxSizeMB": 0, "logger.file.maxBackups": 0, "logger.file.maxAgeDays": 0, "logger.file.compress": false, "dht.idBits": 66, "dht.mode": "private", "dht.deBruijn.degree": 8, "dht.deBruijn.fixInterval": "3s", "dht.deBruijn.fixIntervalMs": 3000, "dht.storage.fixInterval": "20s", "dht.storage.fixIntervalMs": 20000, "dht.faultTolerance.successorListSize": 8, "dht.faultTolerance.stabilizationInterval": "2s", "dht.faultTolerance.stabilizationIntervalMs": 2000, "dht.faultTolerance.failureTimeout": "2s", "dht.faultTolerance.failureTimeoutMs": 2000, "dht.faultTolerance.simulatedLatency": "2ms", "dht.faultTolerance.simulatedLatencyMs": 2, "dht.bootstrap.mode": "static", "dht.bootstrap.peers": ["localhost:4000"], "dht.bootstrap.register.hostedZoneId": "", "dht.bootstrap.register.domainSuffix": "", "dht.bootstrap.register.ttl": 0, "dht.bootstrap.register.region": "", "node.id": "", "node.host": "localhost", "node.bind": "0.0.0.0", "node.port": 4021, "telemetry.tracing.enabled": false, "telemetry.tracing.exporter": "", "telemetry.tracing.endpoint": "", "cache.enabled": true, "cache.httpPort": 8101, "cache.capacityMB": 256, "cache.defaultTTL": 3600, "cache.hotspotThreshold": 10, "cache.hotspotDecayRate": 0.65}
2025-11-25T17:26:49.551-0800	[34mINFO[0m	node	node/main.go:103	New Node initializing	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}}
2025-11-25T17:26:49.554-0800	[34mINFO[0m	node	node/main.go:113	Simulated network latency enabled	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "latency": "2ms"}
2025-11-25T17:26:49.554-0800	[34mINFO[0m	node	node/main.go:129	initialized web cache	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "capacity_mb": 256}
2025-11-25T17:26:49.555-0800	[34mINFO[0m	node	node/main.go:136	initialized hotspot detector	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "threshold": 10, "decay_rate": 0.65}
2025-11-25T17:26:49.556-0800	[34mINFO[0m	node	node/main.go:190	Initialized Koorde node	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}}
2025-11-25T17:26:49.557-0800	[34mINFO[0m	node	node/main.go:266	resolved bootstrap peers	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "peers": ["localhost:4000"]}
2025-11-25T17:26:49.557-0800	[34mINFO[0m	node.http-server	server/http.go:93	HTTP cache server starting	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "addr": ":8101"}
2025-11-25T17:26:49.580-0800	[34mINFO[0m	node	logicnode/node.go:74	join: candidate successor found	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "bootstrap": "localhost:4000", "successor": {"addr":"localhost:4016","id":"0x03e94e912bcf7bb769"}}
2025-11-25T17:26:49.585-0800	[34mINFO[0m	node	logicnode/node.go:105	join: successor has predecessor	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "predecessor": {"addr":"localhost:4011","id":"0x03b6b99475a18d9035"}}
2025-11-25T17:26:49.589-0800	[33mWARN[0m	node	logicnode/operation.go:407	FindSuccessorStep: de Bruijn failed or empty, falling back to successor	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "target": "0x00254c40cca4ec4260", "nextHop": {"addr":"localhost:4016","id":"0x03e94e912bcf7bb769"}}
2025-11-25T17:26:49.602-0800	[34mINFO[0m	node	logicnode/worker.go:608	seedDeBruijn: prepopulated de Bruijn window	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "anchor": {"addr":"localhost:4016","id":"0x03e94e912bcf7bb769"}, "filled_entries": 7, "required": 8}
2025-11-25T17:26:49.605-0800	[34mINFO[0m	node	logicnode/node.go:138	join: completed successfully	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "successor": {"addr":"localhost:4016","id":"0x03e94e912bcf7bb769"}}
2025-11-25T17:26:49.606-0800	[34mINFO[0m	node	node/main.go:288	node registered successfully	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}}
2025-11-25T17:26:51.816-0800	[34mINFO[0m	node	logicnode/operation.go:544	Notify: predecessor updated	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "newPredecessor": {"addr":"localhost:4012","id":"0x031fc8d8bfb65680aa"}, "oldPredecessor": {"addr":"localhost:4011","id":"0x03b6b99475a18d9035"}}
2025-11-25T17:26:51.925-0800	[34mINFO[0m	node	logicnode/operation.go:544	Notify: predecessor updated	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "newPredecessor": {"addr":"localhost:4017","id":"0x03912fc65e29c48a34"}, "oldPredecessor": {"addr":"localhost:4012","id":"0x031fc8d8bfb65680aa"}}
2025-11-25T17:28:03.343-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json"}
2025-11-25T17:28:03.493-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json"}
2025-11-25T17:28:03.726-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json"}
2025-11-25T17:28:03.734-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json"}
2025-11-25T17:28:03.752-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json"}
2025-11-25T17:28:03.895-0800	[34mINFO[0m	node.http-server	server/http.go:660	Origin fetch successful	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "size_bytes": 429, "content_type": "application/json", "status_code": 200}
2025-11-25T17:28:03.896-0800	[34mINFO[0m	node.http-server	server/http.go:420	Content cached successfully	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "size_bytes": 429}
2025-11-25T17:28:03.897-0800	[34mINFO[0m	node.http-server	server/http.go:433	Request completed	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "total_latency_ms": 163, "content_size": 429}
2025-11-25T17:28:03.962-0800	[34mINFO[0m	node.http-server	server/http.go:660	Origin fetch successful	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "size_bytes": 429, "content_type": "application/json", "status_code": 200}
2025-11-25T17:28:03.962-0800	[34mINFO[0m	node.http-server	server/http.go:420	Content cached successfully	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "size_bytes": 429}
2025-11-25T17:28:03.962-0800	[34mINFO[0m	node.http-server	server/http.go:433	Request completed	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "total_latency_ms": 619, "content_size": 429}
2025-11-25T17:28:04.363-0800	[34mINFO[0m	node.http-server	server/http.go:660	Origin fetch successful	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "size_bytes": 429, "content_type": "application/json", "status_code": 200}
2025-11-25T17:28:04.363-0800	[34mINFO[0m	node.http-server	server/http.go:420	Content cached successfully	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "size_bytes": 429}
2025-11-25T17:28:04.364-0800	[34mINFO[0m	node.http-server	server/http.go:433	Request completed	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "total_latency_ms": 638, "content_size": 429}
2025-11-25T17:28:04.423-0800	[34mINFO[0m	node.http-server	server/http.go:660	Origin fetch successful	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "size_bytes": 429, "content_type": "application/json", "status_code": 200}
2025-11-25T17:28:04.424-0800	[34mINFO[0m	node.http-server	server/http.go:420	Content cached successfully	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "size_bytes": 429}
2025-11-25T17:28:04.424-0800	[34mINFO[0m	node.http-server	server/http.go:433	Request completed	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "total_latency_ms": 671, "content_size": 429}
2025-11-25T17:28:04.451-0800	[34mINFO[0m	node.http-server	server/http.go:660	Origin fetch successful	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "size_bytes": 429, "content_type": "application/json", "status_code": 200}
2025-11-25T17:28:04.452-0800	[34mINFO[0m	node.http-server	server/http.go:420	Content cached successfully	{"self": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}, "url": "https://httpbin.org/json", "size_bytes": 429}
