2025-11-25T16:37:29.388-0800	[34mINFO[0m	config/config.go:302	Loaded configuration	{"logger.active": true, "logger.level": "info", "logger.encoding": "console", "logger.mode": "stdout", "logger.file.path": "", "logger.file.maxSizeMB": 0, "logger.file.maxBackups": 0, "logger.file.maxAgeDays": 0, "logger.file.compress": false, "dht.idBits": 66, "dht.mode": "private", "dht.deBruijn.degree": 8, "dht.deBruijn.fixInterval": "3s", "dht.deBruijn.fixIntervalMs": 3000, "dht.storage.fixInterval": "20s", "dht.storage.fixIntervalMs": 20000, "dht.faultTolerance.successorListSize": 8, "dht.faultTolerance.stabilizationInterval": "2s", "dht.faultTolerance.stabilizationIntervalMs": 2000, "dht.faultTolerance.failureTimeout": "1s", "dht.faultTolerance.failureTimeoutMs": 1000, "dht.bootstrap.mode": "static", "dht.bootstrap.peers": ["localhost:4000"], "dht.bootstrap.register.hostedZoneId": "", "dht.bootstrap.register.domainSuffix": "", "dht.bootstrap.register.ttl": 0, "dht.bootstrap.register.region": "", "node.id": "", "node.host": "localhost", "node.bind": "0.0.0.0", "node.port": 4031, "telemetry.tracing.enabled": false, "telemetry.tracing.exporter": "", "telemetry.tracing.endpoint": "", "cache.enabled": true, "cache.httpPort": 8111, "cache.capacityMB": 256, "cache.defaultTTL": 3600, "cache.hotspotThreshold": 10, "cache.hotspotDecayRate": 0.65}
2025-11-25T16:37:29.434-0800	[34mINFO[0m	node	node/main.go:103	New Node initializing	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}}
2025-11-25T16:37:29.437-0800	[34mINFO[0m	node	node/main.go:124	initialized web cache	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "capacity_mb": 256}
2025-11-25T16:37:29.438-0800	[34mINFO[0m	node	node/main.go:131	initialized hotspot detector	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "threshold": 10, "decay_rate": 0.65}
2025-11-25T16:37:29.438-0800	[34mINFO[0m	node	node/main.go:185	Initialized Koorde node	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}}
2025-11-25T16:37:29.439-0800	[34mINFO[0m	node	node/main.go:261	resolved bootstrap peers	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "peers": ["localhost:4000"]}
2025-11-25T16:37:29.440-0800	[34mINFO[0m	node.http-server	server/http.go:93	HTTP cache server starting	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "addr": ":8111"}
2025-11-25T16:37:29.458-0800	[34mINFO[0m	node	logicnode/node.go:74	join: candidate successor found	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "bootstrap": "localhost:4000", "successor": {"addr":"localhost:4027","id":"0x030d749da34ae2d592"}}
2025-11-25T16:37:29.462-0800	[34mINFO[0m	node	logicnode/node.go:105	join: successor has predecessor	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "predecessor": {"addr":"localhost:4002","id":"0x01908ac16ec9805a32"}}
2025-11-25T16:37:29.467-0800	[33mWARN[0m	node	logicnode/operation.go:406	FindSuccessorStep: de Bruijn failed or empty, falling back to successor	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "target": "0x01901eb33b573bdb90", "nextHop": {"addr":"localhost:4027","id":"0x030d749da34ae2d592"}}
2025-11-25T16:37:29.499-0800	[34mINFO[0m	node	logicnode/node.go:138	join: completed successfully	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "successor": {"addr":"localhost:4027","id":"0x030d749da34ae2d592"}}
2025-11-25T16:37:29.500-0800	[34mINFO[0m	node	node/main.go:283	node registered successfully	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}}
2025-11-25T16:37:44.433-0800	[34mINFO[0m	node	logicnode/operation.go:541	Notify: predecessor updated	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "newPredecessor": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "oldPredecessor": {"addr":"localhost:4002","id":"0x01908ac16ec9805a32"}}
2025-11-25T16:38:38.894-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml"}
2025-11-25T16:38:38.923-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml"}
2025-11-25T16:38:39.119-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml"}
2025-11-25T16:38:39.152-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml"}
2025-11-25T16:38:39.185-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml"}
2025-11-25T16:38:39.334-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml"}
2025-11-25T16:38:39.357-0800	[34mINFO[0m	node.http-server	server/http.go:660	Origin fetch successful	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "size_bytes": 522, "content_type": "application/xml", "status_code": 200}
2025-11-25T16:38:39.359-0800	[34mINFO[0m	node.http-server	server/http.go:420	Content cached successfully	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "size_bytes": 522}
2025-11-25T16:38:39.360-0800	[34mINFO[0m	node.http-server	server/http.go:433	Request completed	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "total_latency_ms": 436, "content_size": 522}
2025-11-25T16:38:39.360-0800	[34mINFO[0m	node.http-server	server/http.go:660	Origin fetch successful	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "size_bytes": 522, "content_type": "application/xml", "status_code": 200}
2025-11-25T16:38:39.361-0800	[34mINFO[0m	node.http-server	server/http.go:420	Content cached successfully	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "size_bytes": 522}
2025-11-25T16:38:39.362-0800	[34mINFO[0m	node.http-server	server/http.go:433	Request completed	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "total_latency_ms": 468, "content_size": 522}
2025-11-25T16:38:39.422-0800	[34mINFO[0m	node.http-server	server/http.go:660	Origin fetch successful	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "size_bytes": 522, "content_type": "application/xml", "status_code": 200}
2025-11-25T16:38:39.423-0800	[34mINFO[0m	node.http-server	server/http.go:420	Content cached successfully	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "size_bytes": 522}
2025-11-25T16:38:39.424-0800	[34mINFO[0m	node.http-server	server/http.go:433	Request completed	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "total_latency_ms": 238, "content_size": 522}
2025-11-25T16:38:39.579-0800	[34mINFO[0m	node.http-server	server/http.go:660	Origin fetch successful	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "size_bytes": 522, "content_type": "application/xml", "status_code": 200}
2025-11-25T16:38:39.580-0800	[34mINFO[0m	node.http-server	server/http.go:420	Content cached successfully	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "size_bytes": 522}
2025-11-25T16:38:39.580-0800	[34mINFO[0m	node.http-server	server/http.go:433	Request completed	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "total_latency_ms": 461, "content_size": 522}
2025-11-25T16:38:39.656-0800	[34mINFO[0m	node.http-server	server/http.go:660	Origin fetch successful	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "size_bytes": 522, "content_type": "application/xml", "status_code": 200}
2025-11-25T16:38:39.656-0800	[34mINFO[0m	node.http-server	server/http.go:420	Content cached successfully	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "size_bytes": 522}
2025-11-25T16:38:39.656-0800	[34mINFO[0m	node.http-server	server/http.go:433	Request completed	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "total_latency_ms": 322, "content_size": 522}
2025-11-25T16:38:39.804-0800	[34mINFO[0m	node.http-server	server/http.go:660	Origin fetch successful	{"self": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "url": "https://httpbin.org/xml", "size_bytes": 522, "content_type": "application/xml", "status_code": 200}
