2025-11-25T17:26:48.653-0800	[34mINFO[0m	config/config.go:304	Loaded configuration	{"logger.active": true, "logger.level": "info", "logger.encoding": "console", "logger.mode": "stdout", "logger.file.path": "", "logger.file.maxSizeMB": 0, "logger.file.maxBackups": 0, "logger.file.maxAgeDays": 0, "logger.file.compress": false, "dht.idBits": 66, "dht.mode": "private", "dht.deBruijn.degree": 8, "dht.deBruijn.fixInterval": "3s", "dht.deBruijn.fixIntervalMs": 3000, "dht.storage.fixInterval": "20s", "dht.storage.fixIntervalMs": 20000, "dht.faultTolerance.successorListSize": 8, "dht.faultTolerance.stabilizationInterval": "2s", "dht.faultTolerance.stabilizationIntervalMs": 2000, "dht.faultTolerance.failureTimeout": "2s", "dht.faultTolerance.failureTimeoutMs": 2000, "dht.faultTolerance.simulatedLatency": "2ms", "dht.faultTolerance.simulatedLatencyMs": 2, "dht.bootstrap.mode": "static", "dht.bootstrap.peers": ["localhost:4000"], "dht.bootstrap.register.hostedZoneId": "", "dht.bootstrap.register.domainSuffix": "", "dht.bootstrap.register.ttl": 0, "dht.bootstrap.register.region": "", "node.id": "", "node.host": "localhost", "node.bind": "0.0.0.0", "node.port": 4019, "telemetry.tracing.enabled": false, "telemetry.tracing.exporter": "", "telemetry.tracing.endpoint": "", "cache.enabled": true, "cache.httpPort": 8099, "cache.capacityMB": 256, "cache.defaultTTL": 3600, "cache.hotspotThreshold": 10, "cache.hotspotDecayRate": 0.65}
2025-11-25T17:26:48.709-0800	[34mINFO[0m	node	node/main.go:103	New Node initializing	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}}
2025-11-25T17:26:48.712-0800	[34mINFO[0m	node	node/main.go:113	Simulated network latency enabled	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "latency": "2ms"}
2025-11-25T17:26:48.713-0800	[34mINFO[0m	node	node/main.go:129	initialized web cache	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "capacity_mb": 256}
2025-11-25T17:26:48.713-0800	[34mINFO[0m	node	node/main.go:136	initialized hotspot detector	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "threshold": 10, "decay_rate": 0.65}
2025-11-25T17:26:48.714-0800	[34mINFO[0m	node	node/main.go:190	Initialized Koorde node	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}}
2025-11-25T17:26:48.714-0800	[34mINFO[0m	node	node/main.go:266	resolved bootstrap peers	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "peers": ["localhost:4000"]}
2025-11-25T17:26:48.715-0800	[34mINFO[0m	node.http-server	server/http.go:93	HTTP cache server starting	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "addr": ":8099"}
2025-11-25T17:26:48.739-0800	[34mINFO[0m	node	logicnode/node.go:74	join: candidate successor found	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "bootstrap": "localhost:4000", "successor": {"addr":"localhost:4016","id":"0x03e94e912bcf7bb769"}}
2025-11-25T17:26:48.743-0800	[34mINFO[0m	node	logicnode/node.go:105	join: successor has predecessor	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "predecessor": {"addr":"localhost:4011","id":"0x03b6b99475a18d9035"}}
2025-11-25T17:26:48.747-0800	[33mWARN[0m	node	logicnode/operation.go:407	FindSuccessorStep: de Bruijn failed or empty, falling back to successor	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "target": "0x03ebb3635b68c27d28", "nextHop": {"addr":"localhost:4016","id":"0x03e94e912bcf7bb769"}}
2025-11-25T17:26:48.753-0800	[34mINFO[0m	node	logicnode/node.go:138	join: completed successfully	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "successor": {"addr":"localhost:4016","id":"0x03e94e912bcf7bb769"}}
2025-11-25T17:26:48.754-0800	[34mINFO[0m	node	node/main.go:288	node registered successfully	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}}
2025-11-25T17:27:09.594-0800	[34mINFO[0m	node	logicnode/operation.go:544	Notify: predecessor updated	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "newPredecessor": {"addr":"localhost:4002","id":"0x01908ac16ec9805a32"}, "oldPredecessor": {"addr":"localhost:4011","id":"0x03b6b99475a18d9035"}}
2025-11-25T17:27:11.197-0800	[34mINFO[0m	node	logicnode/operation.go:544	Notify: predecessor updated	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "newPredecessor": {"addr":"localhost:4020","id":"0x019b3cb3107724c73a"}, "oldPredecessor": {"addr":"localhost:4002","id":"0x01908ac16ec9805a32"}}
2025-11-25T17:27:11.258-0800	[34mINFO[0m	node	logicnode/operation.go:544	Notify: predecessor updated	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "newPredecessor": {"addr":"localhost:4025","id":"0x01dbb7a1d63cedf3bd"}, "oldPredecessor": {"addr":"localhost:4020","id":"0x019b3cb3107724c73a"}}
2025-11-25T17:28:03.372-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "url": "https://httpbin.org/robots.txt", "hash": "0x00d5ea21672bd0fb7b", "responsible": {"addr":"localhost:4003","id":"0x011c1f485b12f6f310"}, "lookup_latency_ms": 116}
2025-11-25T17:28:03.373-0800	[34mINFO[0m	node.http-server	server/http.go:349	Forwarding to responsible node	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "url": "https://httpbin.org/robots.txt", "hash": "0x00d5ea21672bd0fb7b", "responsible_from_lookup": {"addr":"localhost:4003","id":"0x011c1f485b12f6f310"}, "forward_target": {"addr":"localhost:4003","id":"0x011c1f485b12f6f310"}}
2025-11-25T17:28:03.610-0800	[34mINFO[0m	node.http-server	server/http.go:617	Request proxied successfully	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "url": "https://httpbin.org/robots.txt", "target_node": "localhost:4003", "total_latency_ms": 353, "size_bytes": 30}
2025-11-25T17:28:03.695-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "url": "https://httpbin.org/robots.txt", "hash": "0x00d5ea21672bd0fb7b", "responsible": {"addr":"localhost:4003","id":"0x011c1f485b12f6f310"}, "lookup_latency_ms": 108}
2025-11-25T17:28:03.696-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "url": "https://httpbin.org/robots.txt", "size_bytes": 30, "latency_ms": 109}
2025-11-25T17:28:03.773-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "url": "https://httpbin.org/robots.txt", "hash": "0x00d5ea21672bd0fb7b", "responsible": {"addr":"localhost:4003","id":"0x011c1f485b12f6f310"}, "lookup_latency_ms": 106}
2025-11-25T17:28:03.773-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "url": "https://httpbin.org/robots.txt", "size_bytes": 30, "latency_ms": 107}
2025-11-25T17:28:10.957-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "url": "https://httpbin.org/robots.txt", "hash": "0x00d5ea21672bd0fb7b", "responsible": {"addr":"localhost:4003","id":"0x011c1f485b12f6f310"}, "lookup_latency_ms": 100}
2025-11-25T17:28:10.958-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "url": "https://httpbin.org/robots.txt", "size_bytes": 30, "latency_ms": 101}
2025-11-25T17:28:11.220-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "url": "https://httpbin.org/robots.txt", "hash": "0x00d5ea21672bd0fb7b", "responsible": {"addr":"localhost:4003","id":"0x011c1f485b12f6f310"}, "lookup_latency_ms": 173}
2025-11-25T17:28:11.221-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "url": "https://httpbin.org/robots.txt", "size_bytes": 30, "latency_ms": 174}
2025-11-25T17:28:11.346-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "url": "https://httpbin.org/robots.txt", "hash": "0x00d5ea21672bd0fb7b", "responsible": {"addr":"localhost:4003","id":"0x011c1f485b12f6f310"}, "lookup_latency_ms": 108}
2025-11-25T17:28:11.347-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4019","id":"0x01fd766c6b6d184fa5"}, "url": "https://httpbin.org/robots.txt", "size_bytes": 30, "latency_ms": 109}
