2025-11-25T17:26:53.283-0800	[34mINFO[0m	config/config.go:304	Loaded configuration	{"logger.active": true, "logger.level": "info", "logger.encoding": "console", "logger.mode": "stdout", "logger.file.path": "", "logger.file.maxSizeMB": 0, "logger.file.maxBackups": 0, "logger.file.maxAgeDays": 0, "logger.file.compress": false, "dht.idBits": 66, "dht.mode": "private", "dht.deBruijn.degree": 8, "dht.deBruijn.fixInterval": "3s", "dht.deBruijn.fixIntervalMs": 3000, "dht.storage.fixInterval": "20s", "dht.storage.fixIntervalMs": 20000, "dht.faultTolerance.successorListSize": 8, "dht.faultTolerance.stabilizationInterval": "2s", "dht.faultTolerance.stabilizationIntervalMs": 2000, "dht.faultTolerance.failureTimeout": "2s", "dht.faultTolerance.failureTimeoutMs": 2000, "dht.faultTolerance.simulatedLatency": "2ms", "dht.faultTolerance.simulatedLatencyMs": 2, "dht.bootstrap.mode": "static", "dht.bootstrap.peers": ["localhost:4000"], "dht.bootstrap.register.hostedZoneId": "", "dht.bootstrap.register.domainSuffix": "", "dht.bootstrap.register.ttl": 0, "dht.bootstrap.register.region": "", "node.id": "", "node.host": "localhost", "node.bind": "0.0.0.0", "node.port": 4030, "telemetry.tracing.enabled": false, "telemetry.tracing.exporter": "", "telemetry.tracing.endpoint": "", "cache.enabled": true, "cache.httpPort": 8110, "cache.capacityMB": 256, "cache.defaultTTL": 3600, "cache.hotspotThreshold": 10, "cache.hotspotDecayRate": 0.65}
2025-11-25T17:26:53.334-0800	[34mINFO[0m	node	node/main.go:103	New Node initializing	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}}
2025-11-25T17:26:53.336-0800	[34mINFO[0m	node	node/main.go:113	Simulated network latency enabled	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "latency": "2ms"}
2025-11-25T17:26:53.337-0800	[34mINFO[0m	node	node/main.go:129	initialized web cache	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "capacity_mb": 256}
2025-11-25T17:26:53.338-0800	[34mINFO[0m	node	node/main.go:136	initialized hotspot detector	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "threshold": 10, "decay_rate": 0.65}
2025-11-25T17:26:53.339-0800	[34mINFO[0m	node	node/main.go:190	Initialized Koorde node	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}}
2025-11-25T17:26:53.339-0800	[34mINFO[0m	node	node/main.go:266	resolved bootstrap peers	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "peers": ["localhost:4000"]}
2025-11-25T17:26:53.339-0800	[34mINFO[0m	node.http-server	server/http.go:93	HTTP cache server starting	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "addr": ":8110"}
2025-11-25T17:26:53.473-0800	[34mINFO[0m	node	logicnode/node.go:74	join: candidate successor found	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "bootstrap": "localhost:4000", "successor": {"addr":"localhost:4011","id":"0x03b6b99475a18d9035"}}
2025-11-25T17:26:53.480-0800	[34mINFO[0m	node	logicnode/node.go:105	join: successor has predecessor	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "predecessor": {"addr":"localhost:4021","id":"0x03aca98819949d884c"}}
2025-11-25T17:26:53.486-0800	[33mWARN[0m	node	logicnode/operation.go:407	FindSuccessorStep: de Bruijn failed or empty, falling back to successor	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "target": "0x0152894433ffc03dd5", "nextHop": {"addr":"localhost:4011","id":"0x03b6b99475a18d9035"}}
2025-11-25T17:26:53.513-0800	[34mINFO[0m	node	logicnode/node.go:138	join: completed successfully	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "successor": {"addr":"localhost:4011","id":"0x03b6b99475a18d9035"}}
2025-11-25T17:26:53.514-0800	[34mINFO[0m	node	node/main.go:288	node registered successfully	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}}
2025-11-25T17:28:03.517-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "url": "https://httpbin.org/delay/1", "hash": "0x020224d01ce6b3f21f", "responsible": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "lookup_latency_ms": 20}
2025-11-25T17:28:03.518-0800	[34mINFO[0m	node.http-server	server/http.go:349	Forwarding to responsible node	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "url": "https://httpbin.org/delay/1", "hash": "0x020224d01ce6b3f21f", "responsible_from_lookup": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "forward_target": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}}
2025-11-25T17:28:05.001-0800	[34mINFO[0m	node.http-server	server/http.go:617	Request proxied successfully	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "url": "https://httpbin.org/delay/1", "target_node": "localhost:4031", "total_latency_ms": 1504, "size_bytes": 322}
2025-11-25T17:28:11.925-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "url": "https://httpbin.org/delay/1", "hash": "0x020224d01ce6b3f21f", "responsible": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "lookup_latency_ms": 8}
2025-11-25T17:28:11.925-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "url": "https://httpbin.org/delay/1", "size_bytes": 322, "latency_ms": 8}
2025-11-25T17:28:13.064-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "url": "https://httpbin.org/delay/1", "hash": "0x020224d01ce6b3f21f", "responsible": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "lookup_latency_ms": 7}
2025-11-25T17:28:13.065-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "url": "https://httpbin.org/delay/1", "size_bytes": 322, "latency_ms": 7}
2025-11-25T17:28:13.496-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "url": "https://httpbin.org/delay/1", "hash": "0x020224d01ce6b3f21f", "responsible": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "lookup_latency_ms": 9}
2025-11-25T17:28:13.496-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "url": "https://httpbin.org/delay/1", "size_bytes": 322, "latency_ms": 9}
2025-11-25T17:28:13.536-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "url": "https://httpbin.org/delay/1", "hash": "0x020224d01ce6b3f21f", "responsible": {"addr":"localhost:4031","id":"0x021203d6676ae77b72"}, "lookup_latency_ms": 8}
2025-11-25T17:28:13.537-0800	[34mINFO[0m	node.http-server	server/http.go:215	Cache HIT (near)	{"self": {"addr":"localhost:4030","id":"0x03b085e8e9cbfe3c7b"}, "url": "https://httpbin.org/delay/1", "size_bytes": 322, "latency_ms": 9}
