2025-11-25T23:50:28.329-0800	[34mINFO[0m	config/config.go:302	Loaded configuration	{"logger.active": true, "logger.level": "info", "logger.encoding": "console", "logger.mode": "stdout", "logger.file.path": "", "logger.file.maxSizeMB": 0, "logger.file.maxBackups": 0, "logger.file.maxAgeDays": 0, "logger.file.compress": false, "dht.idBits": 66, "dht.mode": "private", "dht.deBruijn.degree": 4, "dht.deBruijn.fixInterval": "3s", "dht.deBruijn.fixIntervalMs": 3000, "dht.storage.fixInterval": "20s", "dht.storage.fixIntervalMs": 20000, "dht.faultTolerance.successorListSize": 8, "dht.faultTolerance.stabilizationInterval": "2s", "dht.faultTolerance.stabilizationIntervalMs": 2000, "dht.faultTolerance.failureTimeout": "1.5s", "dht.faultTolerance.failureTimeoutMs": 1500, "dht.bootstrap.mode": "static", "dht.bootstrap.peers": ["localhost:4000"], "dht.bootstrap.register.hostedZoneId": "", "dht.bootstrap.register.domainSuffix": "", "dht.bootstrap.register.ttl": 0, "dht.bootstrap.register.region": "", "node.id": "", "node.host": "localhost", "node.bind": "0.0.0.0", "node.port": 4007, "telemetry.tracing.enabled": false, "telemetry.tracing.exporter": "", "telemetry.tracing.endpoint": "", "cache.enabled": true, "cache.httpPort": 8087, "cache.capacityMB": 256, "cache.defaultTTL": 3600, "cache.hotspotThreshold": 10, "cache.hotspotDecayRate": 0.65}
2025-11-25T23:50:28.379-0800	[34mINFO[0m	node	node/main.go:103	New Node initializing	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}}
2025-11-25T23:50:28.381-0800	[34mINFO[0m	node	node/main.go:125	initialized web cache	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "capacity_mb": 256}
2025-11-25T23:50:28.381-0800	[34mINFO[0m	node	node/main.go:132	initialized hotspot detector	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "threshold": 10, "decay_rate": 0.65}
2025-11-25T23:50:28.382-0800	[34mINFO[0m	node	node/main.go:186	Initialized Koorde node	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}}
2025-11-25T23:50:28.382-0800	[34mINFO[0m	node	node/main.go:262	resolved bootstrap peers	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "peers": ["localhost:4000"]}
2025-11-25T23:50:28.382-0800	[34mINFO[0m	node.http-server	server/http.go:93	HTTP cache server starting	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "addr": ":8087"}
2025-11-25T23:50:28.401-0800	[34mINFO[0m	node	logicnode/node.go:74	join: candidate successor found	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "bootstrap": "localhost:4000", "successor": {"addr":"localhost:4004","id":"0x003ce6a18a52608073"}}
2025-11-25T23:50:28.404-0800	[34mINFO[0m	node	logicnode/node.go:105	join: successor has predecessor	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "predecessor": {"addr":"localhost:4006","id":"0x01943b269be0206d7d"}}
2025-11-25T23:50:28.409-0800	[33mWARN[0m	node	logicnode/operation.go:406	FindSuccessorStep: de Bruijn failed or empty, falling back to successor	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "target": "0x03d740d2769fe35906", "nextHop": {"addr":"localhost:4004","id":"0x003ce6a18a52608073"}}
2025-11-25T23:50:28.411-0800	[34mINFO[0m	node	logicnode/node.go:138	join: completed successfully	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "successor": {"addr":"localhost:4004","id":"0x003ce6a18a52608073"}}
2025-11-25T23:50:28.412-0800	[34mINFO[0m	node	node/main.go:284	node registered successfully	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}}
2025-11-25T23:50:29.649-0800	[34mINFO[0m	node	logicnode/operation.go:541	Notify: predecessor updated	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "newPredecessor": {"addr":"localhost:4011","id":"0x03b6b99475a18d9035"}, "oldPredecessor": {"addr":"localhost:4006","id":"0x01943b269be0206d7d"}}
2025-11-25T23:51:36.267-0800	[34mINFO[0m	node.http-server	server/http.go:173	DHT lookup complete	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "url": "https://httpbin.org/status/200", "hash": "0x03e9fd41d8eac92f37", "responsible": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "lookup_latency_ms": 3}
2025-11-25T23:51:36.268-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "url": "https://httpbin.org/status/200"}
2025-11-25T23:51:36.286-0800	[34mINFO[0m	node.http-server	server/http.go:400	I am responsible, fetching from origin	{"self": {"addr":"localhost:4007","id":"0x00207adf4852a380ec"}, "url": "https://httpbin.org/status/200"}
